ProdutoId;OperadorId;Valor;Data;ClienteId
1;9;28386,5;01/01/2023;40285
1;1;3149,53;01/01/2023;53911
1;8;21562,47;01/01/2023;13623
1;6;40079,41;01/01/2023;74204
1;9;8501,78;01/01/2023;81193
1;1;41677,35;01/01/2023;50746
1;2;44979,38;01/01/2023;43896
1;6;11539;01/01/2023;77618
1;4;20461,96;01/01/2023;10261
1;3;3751,11;01/01/2023;24170
1;5;5919,05;01/01/2023;32203
1;3;13963,84;01/01/2023;79034
1;8;39071,02;01/01/2023;16403
1;5;30763,51;01/01/2023;32519
1;1;10259,89;01/01/2023;26410
1;7;283,13;01/01/2023;51580
1;9;11484,25;01/01/2023;47645
1;1;16811,75;01/01/2023;12394
1;4;36669,95;01/01/2023;3322
1;6;23631,93;01/01/2023;70039
1;8;12248,28;01/01/2023;10021
1;6;6684,61;01/01/2023;32583
1;2;25518,14;01/01/2023;60385
2;4;129522,94;01/01/2023;40039
2;3;110459,59;01/01/2023;64095
2;2;137531,15;01/01/2023;53096
2;9;775766,46;01/01/2023;30956
3;1;17341,88;01/01/2023;16903
4;6;9812,81;01/01/2023;4956
4;2;32331,18;01/01/2023;45453
4;8;24878,93;01/01/2023;57909
4;6;24995,45;01/01/2023;43370
4;6;16187,77;01/01/2023;77460
4;1;4596,94;01/01/2023;78885
4;2;10813,03;01/01/2023;70411
4;3;18211,4;01/01/2023;69572
4;7;14622,73;01/01/2023;6322
4;6;19895,38;01/01/2023;12082
4;5;1196,28;01/01/2023;66988
4;5;33405,18;01/01/2023;18511
4;2;23178,41;01/01/2023;63139
4;1;30906,06;01/01/2023;24820
4;2;4653,12;01/01/2023;70224
4;1;7405,16;01/01/2023;83350
4;4;8770,44;01/01/2023;2359
4;7;22465,7;01/01/2023;46490
4;6;19808,19;01/01/2023;67557
4;3;20739,01;01/01/2023;69418
4;4;31512,57;01/01/2023;9161
4;5;11815,87;01/01/2023;5915
4;4;7251,55;01/01/2023;43574
4;4;18148,54;01/01/2023;75845
5;5;37419,81;01/01/2023;35822
5;1;9788,09;01/01/2023;3657
5;1;27563,66;01/01/2023;74872
5;3;23576,9;01/01/2023;50669
5;6;46975,33;01/01/2023;80705
5;1;27550,28;01/01/2023;52555
5;8;16256,56;01/01/2023;69637
5;3;13364,05;01/01/2023;28284
5;9;37167,7;01/01/2023;15749
5;6;20730,16;01/01/2023;79430
6;5;21233,75;01/01/2023;2549
6;5;16675,11;01/01/2023;56350
6;6;29120,29;01/01/2023;84961
7;2;367529,44;01/01/2023;58205
8;5;245968,13;01/01/2023;8260
8;6;199549,05;01/01/2023;85586
8;1;74680,61;01/01/2023;85334
11;11;449564,71;01/01/2023;33927
11;12;84241,82;01/01/2023;35089
12;13;614123,41;01/01/2023;12669
13;12;549733,48;01/01/2023;52541
14;12;285039,51;01/01/2023;85095
14;11;663523,69;01/01/2023;34750
14;15;140226,52;01/01/2023;80555
14;14;637856,83;01/01/2023;87614
14;12;565364,13;01/01/2023;61575
14;13;514195;01/01/2023;38340
16;12;86126,49;01/01/2023;67017
16;11;95094,05;01/01/2023;42517
17;14;290403,03;01/01/2023;54783
17;11;239482,08;01/01/2023;47103
18;14;403725,68;01/01/2023;53954
18;12;473863,49;01/01/2023;36610
18;11;430721,74;01/01/2023;83668
1;3;32267,64;02/01/2023;6718
1;3;37867,61;02/01/2023;58504
1;9;6792,05;02/01/2023;53105
1;5;18585,23;02/01/2023;2676
1;2;33470,84;02/01/2023;69231
1;1;29457,67;02/01/2023;4546
1;4;27477,22;02/01/2023;47367
1;6;11174,25;02/01/2023;60254
1;4;32951,71;02/01/2023;31534
1;7;39724,28;02/01/2023;45853
1;8;17655,14;02/01/2023;20361
1;2;7232,86;02/01/2023;41162
1;8;7373,38;02/01/2023;53082
1;1;26518,7;02/01/2023;81005
1;2;4743,34;02/01/2023;51556
1;3;3396,08;02/01/2023;19997
1;2;11397,8;02/01/2023;45377
1;3;17880,63;02/01/2023;80744
1;4;35554,96;02/01/2023;28763
1;2;36400,15;02/01/2023;43227
1;1;6534,43;02/01/2023;66934
1;8;18752,41;02/01/2023;41417
1;8;32493,36;02/01/2023;38677
1;9;28140,91;02/01/2023;40900
1;3;34398,18;02/01/2023;12669
1;8;42809,79;02/01/2023;32838
1;7;47834,81;02/01/2023;29823
1;3;13153,69;02/01/2023;54676
2;4;586077,95;02/01/2023;9903
2;2;813422,85;02/01/2023;53608
2;8;731349,63;02/01/2023;59446
3;7;32054,31;02/01/2023;73960
3;7;71259,34;02/01/2023;40745
4;3;33333,28;02/01/2023;6660
4;8;20075,46;02/01/2023;16953
4;9;27823,65;02/01/2023;38507
4;2;21561,77;02/01/2023;75666
4;4;3832,33;02/01/2023;65953
4;3;7653,89;02/01/2023;61815
4;8;2556,87;02/01/2023;68874
4;2;8931,74;02/01/2023;15389
4;6;32230,09;02/01/2023;1089
4;6;24425,4;02/01/2023;80309
4;7;30727,99;02/01/2023;35082
4;3;1314,86;02/01/2023;9163
4;5;9323,34;02/01/2023;39776
4;8;5355,12;02/01/2023;87879
5;6;9802,53;02/01/2023;23196
5;6;6635,82;02/01/2023;64919
5;1;43383,82;02/01/2023;73514
5;5;43850,44;02/01/2023;39366
5;5;16886,98;02/01/2023;22526
5;2;49586,97;02/01/2023;68504
5;5;30252;02/01/2023;87959
5;2;2683,79;02/01/2023;66279
5;7;38523,2;02/01/2023;7562
6;5;25190,03;02/01/2023;11818
6;5;33678,82;02/01/2023;74087
6;8;25459,24;02/01/2023;58325
7;9;1089937,45;02/01/2023;4951
7;8;865721,83;02/01/2023;24609
8;6;370695,87;02/01/2023;9183
8;4;165186,41;02/01/2023;67368
8;2;361615,34;02/01/2023;50737
8;8;155891,2;02/01/2023;78831
8;6;198896,16;02/01/2023;81680
9;5;184261,1;02/01/2023;86770
10;11;5980,76;02/01/2023;64980
11;13;509392,98;02/01/2023;82098
12;15;181235,83;02/01/2023;44486
13;14;143270,65;02/01/2023;76135
13;12;494956,03;02/01/2023;87132
14;13;270101,09;02/01/2023;85839
14;13;240147,6;02/01/2023;66131
14;12;190883,24;02/01/2023;37391
14;12;124779,17;02/01/2023;79259
15;12;18221,92;02/01/2023;39939
15;13;25856,12;02/01/2023;40857
15;15;3727,13;02/01/2023;86646
15;11;6414,63;02/01/2023;33401
17;11;259550,34;02/01/2023;69977
17;15;451649,3;02/01/2023;69246
17;13;421084,51;02/01/2023;23827
18;14;215732,93;02/01/2023;76224
1;6;39641,99;03/01/2023;66129
1;2;21545,64;03/01/2023;15395
1;3;47800,66;03/01/2023;69615
1;7;7287,83;03/01/2023;53690
1;4;1600,25;03/01/2023;46308
1;6;4185,54;03/01/2023;64692
1;1;21893,97;03/01/2023;31306
1;2;11811,59;03/01/2023;4572
1;9;29944,32;03/01/2023;79910
1;4;13204,75;03/01/2023;12434
1;7;7165,01;03/01/2023;54752
1;7;30496,63;03/01/2023;61640
1;3;43104,38;03/01/2023;44282
1;8;22258,69;03/01/2023;41124
1;1;35802,8;03/01/2023;70293
1;6;38506,72;03/01/2023;11597
1;1;10748,75;03/01/2023;63783
1;6;20179,55;03/01/2023;48455
1;9;30776,05;03/01/2023;4357
1;7;36143,02;03/01/2023;63765
1;8;11489,26;03/01/2023;66403
1;9;10835,3;03/01/2023;55093
1;7;7112,93;03/01/2023;24003
1;8;25316,64;03/01/2023;44860
1;6;29067,89;03/01/2023;7499
1;2;13408,29;03/01/2023;88724
1;7;39783,12;03/01/2023;12057
1;3;23986,76;03/01/2023;61961
1;7;46032,94;03/01/2023;68493
1;3;331,44;03/01/2023;57899
1;9;14474,53;03/01/2023;66968
1;4;4476,53;03/01/2023;30184
2;8;368104,19;03/01/2023;72210
2;3;15927,52;03/01/2023;67874
2;2;432226,73;03/01/2023;71864
2;4;11086,33;03/01/2023;32589
2;3;345644,19;03/01/2023;35890
2;8;693061,85;03/01/2023;61659
2;6;237342,21;03/01/2023;75547
3;7;59856,7;03/01/2023;6095
3;9;83164,99;03/01/2023;34126
4;5;14521,43;03/01/2023;8738
4;1;26951,33;03/01/2023;21183
4;3;7850,29;03/01/2023;26603
4;5;21816,75;03/01/2023;15472
4;1;17687,89;03/01/2023;72953
4;8;23797,57;03/01/2023;14474
4;2;22167,24;03/01/2023;20970
4;5;3544,98;03/01/2023;38370
4;6;19467,25;03/01/2023;41827
4;5;20725,58;03/01/2023;4898
4;5;26935,63;03/01/2023;52977
4;7;10670,1;03/01/2023;27781
4;4;10784,08;03/01/2023;14023
4;1;21365,85;03/01/2023;53373
4;6;7648,5;03/01/2023;40608
4;3;29519,12;03/01/2023;80027
4;7;15704,99;03/01/2023;8402
4;6;15181,51;03/01/2023;40148
4;7;9655,59;03/01/2023;53469
4;1;7549,29;03/01/2023;59082
4;5;14782,05;03/01/2023;21622
4;1;11179,89;03/01/2023;11690
4;1;18320,21;03/01/2023;20718
5;1;5324,87;03/01/2023;28535
5;7;31358,41;03/01/2023;50369
5;6;16121,3;03/01/2023;50213
5;7;19391,36;03/01/2023;30916
5;1;9193,46;03/01/2023;44795
5;6;37871,41;03/01/2023;6390
5;8;12673,52;03/01/2023;17622
5;1;15015,91;03/01/2023;45408
5;4;39434,04;03/01/2023;28080
6;8;9671,12;03/01/2023;13434
6;9;34568,54;03/01/2023;27169
7;6;1337410,26;03/01/2023;69785
7;3;1150086,66;03/01/2023;14947
7;5;1498216,02;03/01/2023;15278
7;6;680171,5;03/01/2023;58970
8;6;206466,13;03/01/2023;82541
8;9;229651,09;03/01/2023;85154
9;3;118437,02;03/01/2023;56464
9;9;103011,74;03/01/2023;30757
11;14;989495,61;03/01/2023;73865
12;12;699111,93;03/01/2023;12008
13;12;106726,12;03/01/2023;4334
13;12;88366,43;03/01/2023;78635
14;11;212097,85;03/01/2023;9358
14;11;140409,74;03/01/2023;12482
14;13;479828,6;03/01/2023;58681
15;13;18351,19;03/01/2023;13257
15;15;20211,39;03/01/2023;54374
15;13;19231,64;03/01/2023;49876
15;13;20487,83;03/01/2023;40935
16;11;89016,69;03/01/2023;36117
16;14;93649,92;03/01/2023;43764
16;14;98848,81;03/01/2023;17712
17;12;250455,49;03/01/2023;82418
18;11;491060,14;03/01/2023;26534
18;13;397322,95;03/01/2023;70498
18;14;427645,77;03/01/2023;27559
18;14;197799,19;03/01/2023;43829
18;11;402637,03;03/01/2023;15814
18;14;424938,96;03/01/2023;25732
18;11;118220,44;03/01/2023;34377
1;7;17504,26;04/01/2023;76212
1;1;35272,74;04/01/2023;67547
1;3;46106,23;04/01/2023;66364
1;8;17239,92;04/01/2023;43218
1;5;19252,24;04/01/2023;66025
1;9;3447,22;04/01/2023;86587
1;4;4509,67;04/01/2023;9919
1;9;26798,03;04/01/2023;29546
1;2;382,99;04/01/2023;67081
1;3;23576,35;04/01/2023;20358
1;1;31894,61;04/01/2023;80038
1;6;2500,36;04/01/2023;51689
1;6;33443,37;04/01/2023;67008
1;7;34635,3;04/01/2023;71269
1;1;5683,6;04/01/2023;5234
1;9;46466,06;04/01/2023;32944
1;5;3771,1;04/01/2023;49690
1;2;32526,51;04/01/2023;63680
1;6;45137,94;04/01/2023;58899
1;6;16900,16;04/01/2023;37672
1;4;34388,2;04/01/2023;39169
1;3;9104,14;04/01/2023;54556
1;6;6898,01;04/01/2023;8898
1;4;5323,27;04/01/2023;49927
1;3;39318,35;04/01/2023;13303
1;5;7800,75;04/01/2023;4246
1;6;27901,75;04/01/2023;7915
1;6;41062,66;04/01/2023;39999
1;3;19628,32;04/01/2023;20418
2;7;781915,19;04/01/2023;76084
2;4;704945,87;04/01/2023;41481
3;2;92682,74;04/01/2023;64498
4;5;4896,01;04/01/2023;27282
4;4;9836,59;04/01/2023;87872
4;1;24088,87;04/01/2023;49082
4;7;18551,08;04/01/2023;1999
4;9;1400,32;04/01/2023;48819
4;5;31255,49;04/01/2023;37327
4;4;3689,62;04/01/2023;29888
4;1;33360,37;04/01/2023;77517
4;7;25726,06;04/01/2023;12207
4;1;22285,33;04/01/2023;35950
4;8;5198,88;04/01/2023;70338
4;7;13782,93;04/01/2023;11600
4;1;34393,87;04/01/2023;55904
4;3;7982,81;04/01/2023;48371
5;8;9494,27;04/01/2023;62795
5;4;19877,94;04/01/2023;3913
5;1;14194,39;04/01/2023;86879
5;8;8249,82;04/01/2023;7580
5;2;28764,79;04/01/2023;26882
5;8;3095,12;04/01/2023;79740
6;7;31258,09;04/01/2023;49560
6;5;33826,66;04/01/2023;16011
8;5;464722,53;04/01/2023;7762
8;1;90001,25;04/01/2023;2575
8;3;405860,7;04/01/2023;21178
8;5;368929,63;04/01/2023;15061
8;9;496225,45;04/01/2023;26867
10;14;4251,61;04/01/2023;47577
14;13;219275,85;04/01/2023;88896
14;15;537422,2;04/01/2023;3564
14;14;91347,86;04/01/2023;77064
14;11;417750,66;04/01/2023;35649
14;14;169019,81;04/01/2023;63540
14;13;375528,02;04/01/2023;61125
14;12;578949,98;04/01/2023;81690
15;11;24521,22;04/01/2023;52800
15;11;8214,85;04/01/2023;74629
16;15;84540,29;04/01/2023;11804
16;12;91193,51;04/01/2023;33215
16;11;99799,85;04/01/2023;43506
17;11;340888,54;04/01/2023;38102
17;13;164557,57;04/01/2023;44932
17;12;62430,65;04/01/2023;30291
17;15;257556,6;04/01/2023;77858
18;14;126255,06;04/01/2023;28407
18;15;421716,5;04/01/2023;7561
18;14;448655,11;04/01/2023;86596
18;15;462030,77;04/01/2023;25196
1;1;28351,5;05/01/2023;49627
1;8;26635,58;05/01/2023;87117
1;4;13670,16;05/01/2023;65260
1;6;7996,35;05/01/2023;84359
1;5;36153,13;05/01/2023;13257
1;9;18077,81;05/01/2023;3682
1;9;7429,99;05/01/2023;68832
1;5;32337,46;05/01/2023;10314
1;6;7928,18;05/01/2023;55758
1;8;3965,04;05/01/2023;60118
1;1;14456,47;05/01/2023;36206
1;4;2608,05;05/01/2023;66573
1;8;25576,46;05/01/2023;81738
1;1;23628,1;05/01/2023;70558
1;5;35832,7;05/01/2023;25949
1;5;15495,23;05/01/2023;77997
1;6;25241,75;05/01/2023;23867
1;7;35660,58;05/01/2023;66800
1;5;32762,35;05/01/2023;31095
1;3;9786,44;05/01/2023;85332
1;4;20690,86;05/01/2023;10523
1;6;25517,55;05/01/2023;75830
1;5;21782,21;05/01/2023;48208
1;9;25449;05/01/2023;60801
1;1;8595,16;05/01/2023;2117
1;3;49259,01;05/01/2023;61056
2;7;925488,09;05/01/2023;12943
2;6;483544,22;05/01/2023;26816
2;7;697205,66;05/01/2023;81221
2;9;21668,25;05/01/2023;20943
2;2;912949,73;05/01/2023;35901
2;5;591935,79;05/01/2023;25528
3;2;97275,47;05/01/2023;71366
4;9;13392,46;05/01/2023;19911
4;1;5845,3;05/01/2023;77032
4;8;31175,06;05/01/2023;17972
4;3;11181,76;05/01/2023;64526
4;9;13634,22;05/01/2023;65633
4;1;17411,21;05/01/2023;52456
4;4;16114,04;05/01/2023;75871
4;9;33694,86;05/01/2023;9045
4;1;10628,46;05/01/2023;13575
4;7;17618,07;05/01/2023;36812
4;2;6342,91;05/01/2023;72485
4;3;21534,76;05/01/2023;64759
4;1;28996,49;05/01/2023;77229
4;9;14629,75;05/01/2023;75969
4;2;23264,43;05/01/2023;80239
4;6;1553,59;05/01/2023;5985
4;8;34906,25;05/01/2023;84073
4;1;15577,45;05/01/2023;28286
4;4;11404,08;05/01/2023;24612
5;2;42348,26;05/01/2023;55823
5;3;25595,3;05/01/2023;21983
5;5;2618,26;05/01/2023;86033
5;7;20235,99;05/01/2023;83243
5;5;8753,92;05/01/2023;2152
5;6;40885,43;05/01/2023;72941
5;1;37376,14;05/01/2023;48367
5;7;35307,82;05/01/2023;25144
6;5;23986,6;05/01/2023;64152
6;4;22680,23;05/01/2023;85740
6;7;17898,05;05/01/2023;66960
6;9;22627,3;05/01/2023;87112
7;3;1235738,08;05/01/2023;12573
7;3;714416,36;05/01/2023;55363
8;8;369837,1;05/01/2023;3634
8;9;276918,28;05/01/2023;4450
10;15;5337,79;05/01/2023;88031
10;12;5216,38;05/01/2023;21287
11;12;132367,31;05/01/2023;4685
11;15;298404,05;05/01/2023;5648
11;12;281457,42;05/01/2023;37963
14;14;241059,76;05/01/2023;55805
14;11;327637,27;05/01/2023;17650
14;14;386327,21;05/01/2023;14905
14;15;470262,26;05/01/2023;78185
14;13;256117,72;05/01/2023;29437
14;12;125317,13;05/01/2023;67556
14;14;541144,67;05/01/2023;34309
15;13;34031,05;05/01/2023;42271
15;12;20808,36;05/01/2023;32920
15;13;3114,9;05/01/2023;46503
16;15;98744,89;05/01/2023;39355
17;14;374612,32;05/01/2023;34481
18;13;119419,86;05/01/2023;76844
18;15;204088,92;05/01/2023;45584
18;14;343906,35;05/01/2023;50014
18;15;332454,09;05/01/2023;14606
18;13;450162,48;05/01/2023;80130
18;13;114631,55;05/01/2023;30876
18;13;444749,4;05/01/2023;58164
1;9;36966,05;06/01/2023;2330
1;8;39613,7;06/01/2023;14150
1;9;253,56;06/01/2023;70408
1;2;41177,38;06/01/2023;41486
1;7;22461,81;06/01/2023;23893
1;1;41250,41;06/01/2023;7185
1;1;48447,08;06/01/2023;7707
1;3;16617,31;06/01/2023;59645
1;2;20189,15;06/01/2023;12995
1;3;13140,09;06/01/2023;77657
1;6;25705,26;06/01/2023;79042
1;6;33058,46;06/01/2023;31471
1;8;18833,61;06/01/2023;74218
1;5;21774,77;06/01/2023;85410
1;2;16459,76;06/01/2023;78138
1;3;24775,02;06/01/2023;30680
1;9;6812,49;06/01/2023;35469
1;6;9018,27;06/01/2023;12652
1;6;10257,28;06/01/2023;52661
1;9;45054,57;06/01/2023;28136
1;7;4985,8;06/01/2023;12122
1;4;31863,46;06/01/2023;25564
1;9;385,63;06/01/2023;89634
1;4;40391,84;06/01/2023;68039
1;3;47994,35;06/01/2023;49055
1;3;11090,97;06/01/2023;56965
1;9;14726,87;06/01/2023;61835
2;1;321064,12;06/01/2023;27645
2;2;456274,98;06/01/2023;51042
2;9;462910,36;06/01/2023;80570
3;6;72216,19;06/01/2023;67347
4;4;20793,59;06/01/2023;8650
4;8;15998,42;06/01/2023;15070
4;1;15326,51;06/01/2023;61777
4;7;10840,77;06/01/2023;81616
4;9;774,6;06/01/2023;82970
4;2;17839,7;06/01/2023;84765
4;6;13650,97;06/01/2023;88790
4;8;6260,31;06/01/2023;4393
4;1;8797,9;06/01/2023;21644
4;9;17339,92;06/01/2023;42400
4;7;1508,01;06/01/2023;54990
4;4;940,93;06/01/2023;2939
4;9;6797,8;06/01/2023;31973
4;3;11552,94;06/01/2023;13430
5;4;27182,62;06/01/2023;26449
5;8;45421,08;06/01/2023;41829
5;9;16551,68;06/01/2023;15404
5;2;43580,6;06/01/2023;8869
5;7;24531,55;06/01/2023;23441
6;4;30025,23;06/01/2023;36609
6;4;10070,78;06/01/2023;72320
6;2;6739,73;06/01/2023;6332
6;2;11992,12;06/01/2023;35116
6;3;20970,89;06/01/2023;68280
7;8;1102988,48;06/01/2023;6944
7;9;1171591;06/01/2023;56210
7;6;964082,55;06/01/2023;79164
7;9;1294906,12;06/01/2023;79569
8;7;303277,84;06/01/2023;25649
8;5;221650,63;06/01/2023;57735
8;4;351905,12;06/01/2023;49761
8;7;449799,02;06/01/2023;41909
8;4;416054,07;06/01/2023;35649
8;7;307572,24;06/01/2023;12938
8;6;256431,53;06/01/2023;84705
8;2;42785,87;06/01/2023;89610
8;5;452126,47;06/01/2023;39167
9;7;135192,77;06/01/2023;22341
11;11;372163,14;06/01/2023;43020
11;11;168906,11;06/01/2023;58274
12;11;888924,77;06/01/2023;48568
14;14;403551,42;06/01/2023;89764
14;11;187678,45;06/01/2023;76957
14;12;587895,83;06/01/2023;17043
14;13;693077,93;06/01/2023;8701
14;12;99255,34;06/01/2023;51371
14;11;219499,91;06/01/2023;63373
14;14;309321,66;06/01/2023;2325
14;12;588017,42;06/01/2023;67852
14;11;158007,03;06/01/2023;65282
15;13;29979,81;06/01/2023;88734
15;11;6497,76;06/01/2023;16947
16;13;99329,65;06/01/2023;59237
16;15;80504,68;06/01/2023;76891
16;13;88425,14;06/01/2023;43780
17;14;384528,41;06/01/2023;42650
17;14;113712,31;06/01/2023;10065
17;15;55788,22;06/01/2023;49624
18;13;231235,12;06/01/2023;39799
18;11;82441,6;06/01/2023;57360
18;12;119901,59;06/01/2023;60781
18;13;383200,46;06/01/2023;69864
18;15;296822,37;06/01/2023;25410
18;15;137603,83;06/01/2023;85004
1;6;5207,21;07/01/2023;6376
1;8;28256,74;07/01/2023;29545
1;4;19505,29;07/01/2023;20000
1;1;13251,85;07/01/2023;44214
1;3;41181,77;07/01/2023;55030
1;9;8065,63;07/01/2023;84778
1;5;23338,89;07/01/2023;36238
1;8;29315,81;07/01/2023;70016
1;7;43065,12;07/01/2023;11048
1;1;14841,59;07/01/2023;40497
1;8;49255,21;07/01/2023;85985
1;7;14073,95;07/01/2023;51774
1;3;28582,55;07/01/2023;88105
1;2;35385,59;07/01/2023;17584
1;2;42772,61;07/01/2023;39632
1;4;38857,35;07/01/2023;15432
1;5;4929,01;07/01/2023;39681
1;8;21139,67;07/01/2023;20675
1;9;29506,44;07/01/2023;66037
1;6;47063,45;07/01/2023;36902
1;9;17450,36;07/01/2023;49926
1;2;26442,5;07/01/2023;22091
1;1;32386,48;07/01/2023;23444
2;7;702993,49;07/01/2023;42664
2;4;298819,45;07/01/2023;26022
2;5;883525,43;07/01/2023;73636
2;8;429496,11;07/01/2023;18426
2;2;585182,4;07/01/2023;77519
2;2;328726,56;07/01/2023;32228
2;4;486091,77;07/01/2023;25812
2;2;343322,69;07/01/2023;68416
2;6;756064,44;07/01/2023;51347
3;6;98586,78;07/01/2023;52219
4;6;21830,77;07/01/2023;14530
4;5;21851,64;07/01/2023;19461
4;5;18930,03;07/01/2023;62649
4;5;28567,17;07/01/2023;39230
4;3;12815,71;07/01/2023;52795
4;1;5330,04;07/01/2023;12466
4;7;28740,51;07/01/2023;3002
4;9;3323,01;07/01/2023;71242
4;1;6584,78;07/01/2023;32551
4;3;3215,78;07/01/2023;34376
4;5;26007,87;07/01/2023;82476
4;5;11670,77;07/01/2023;50897
4;8;8999,35;07/01/2023;28723
4;6;31344,55;07/01/2023;60335
4;4;22220,48;07/01/2023;32649
4;9;33567,38;07/01/2023;59854
4;1;13505,88;07/01/2023;70351
4;6;28988,09;07/01/2023;44532
4;3;11764,84;07/01/2023;55622
5;8;35832,5;07/01/2023;50220
5;9;49125,99;07/01/2023;14050
5;3;37264,02;07/01/2023;1745
5;6;47121,5;07/01/2023;25925
5;7;18164,83;07/01/2023;25336
5;7;17563,63;07/01/2023;18338
5;1;37833,04;07/01/2023;42305
5;7;16113,33;07/01/2023;57999
5;1;34334,58;07/01/2023;85731
6;4;9414,48;07/01/2023;20379
6;9;27065,04;07/01/2023;42572
6;2;25220,51;07/01/2023;36468
7;4;1246926,75;07/01/2023;25486
7;4;1333990,95;07/01/2023;57591
8;2;475108,82;07/01/2023;20484
8;3;231792,2;07/01/2023;18900
8;2;356574,75;07/01/2023;15023
14;13;527152,54;07/01/2023;48248
14;11;617527,27;07/01/2023;83193
14;13;167946,12;07/01/2023;20195
15;14;32495,11;07/01/2023;87425
15;13;18651,05;07/01/2023;14188
15;12;30734,32;07/01/2023;84510
17;12;322530,72;07/01/2023;48468
17;11;462047,29;07/01/2023;28978
17;13;80450,13;07/01/2023;23434
18;14;315202,53;07/01/2023;44271
18;14;304033,03;07/01/2023;45301
18;14;438355,47;07/01/2023;31022
18;15;221408,36;07/01/2023;78020
18;13;469117,93;07/01/2023;88955
18;11;317107,9;07/01/2023;76742
18;13;187781,87;07/01/2023;79740
1;5;39526,07;08/01/2023;28307
1;5;11264,76;08/01/2023;46523
1;8;7185,68;08/01/2023;19754
1;4;42949,78;08/01/2023;26150
1;6;47582,5;08/01/2023;18250
1;2;5032,79;08/01/2023;25754
1;3;30183,42;08/01/2023;73740
1;7;30960,64;08/01/2023;5099
1;7;33894,52;08/01/2023;45005
1;5;11765,24;08/01/2023;70723
1;6;19072,91;08/01/2023;15536
1;6;15614,56;08/01/2023;80990
1;4;20656,05;08/01/2023;62255
1;4;10841,29;08/01/2023;82252
1;7;45744,25;08/01/2023;79558
1;4;45339,38;08/01/2023;44317
1;8;26038,28;08/01/2023;31798
1;1;26158,6;08/01/2023;5388
1;8;1896,45;08/01/2023;12856
1;8;15239,72;08/01/2023;68976
1;1;36368,64;08/01/2023;7216
1;7;783,55;08/01/2023;74906
1;9;866,03;08/01/2023;16085
1;3;20734,99;08/01/2023;77125
1;1;27583,35;08/01/2023;8585
1;8;771,66;08/01/2023;54481
1;1;15240,44;08/01/2023;55044
2;4;571687,37;08/01/2023;9309
2;5;592242,36;08/01/2023;68503
2;6;889388,36;08/01/2023;35973
2;8;659652,72;08/01/2023;19175
3;7;90725,42;08/01/2023;50942
3;2;45888,4;08/01/2023;9005
4;4;18634,6;08/01/2023;1120
4;7;9503,51;08/01/2023;77156
4;7;2805,08;08/01/2023;48177
4;5;19054,75;08/01/2023;57234
4;9;24020,94;08/01/2023;12436
4;5;12789,45;08/01/2023;5231
4;7;23952,52;08/01/2023;20777
4;7;17341,84;08/01/2023;38693
4;4;32209,68;08/01/2023;51858
4;6;14474,09;08/01/2023;20269
4;4;20723,17;08/01/2023;21902
4;2;5241,93;08/01/2023;42923
5;6;10357,4;08/01/2023;70416
5;3;7479,34;08/01/2023;50978
5;6;7023,78;08/01/2023;14754
5;4;31248,54;08/01/2023;82063
5;9;40907,47;08/01/2023;30121
5;9;22059,19;08/01/2023;40396
